iteration,convergenceIndicator,phase,a,aS_pop,corr_dI_aS,corr_lBt0_dS,corr_n_aS,corr_n_dI,dI_pop,dS_pop,initT_pop,lBt0_pop,n_pop,omega_aS,omega_dI,omega_dS,omega_initT,omega_lBt0,omega_n
566,803.104,1,0.324985,0.757701,0.957254,0.989904,-0.750887,-0.831655,1.62809,0.000667195,-14.0356,-4.57023,0.0902321,0.363058,0.603743,1.28864,6.77567,0.551062,0.650398
567,805.759,1,0.327152,0.761295,0.958526,0.99046,-0.761594,-0.831997,1.6434,0.00065059,-14.0326,-4.57694,0.0911352,0.367207,0.600031,1.26923,6.75189,0.547233,0.642975
568,792.33,1,0.322765,0.7651,0.953305,0.989512,-0.75467,-0.836908,1.64632,0.000659916,-14.0582,-4.57881,0.0896495,0.360793,0.599779,1.2652,6.83838,0.546933,0.626694
569,808.468,1,0.328786,0.768224,0.960317,0.990511,-0.712631,-0.809083,1.64707,0.000655604,-14.1967,-4.58166,0.0887372,0.356271,0.603218,1.28603,6.84131,0.558624,0.620217
570,785.77,1,0.32118,0.772942,0.959609,0.988899,-0.708328,-0.818756,1.65862,0.0006448,-14.2895,-4.5902,0.0884995,0.356939,0.601567,1.28578,7.04647,0.55306,0.646312
571,793.323,1,0.328318,0.77524,0.965558,0.99061,-0.711933,-0.811971,1.66417,0.000643851,-14.1641,-4.59214,0.0878804,0.360491,0.596114,1.27552,6.86805,0.554847,0.629947
572,781.843,1,0.325326,0.778025,0.964591,0.990734,-0.690354,-0.796884,1.65916,0.000643189,-13.6666,-4.58812,0.0896282,0.363884,0.603217,1.28508,6.69415,0.557017,0.629214
573,786.294,1,0.327181,0.773415,0.960444,0.991233,-0.692007,-0.816024,1.61342,0.00064179,-13.5124,-4.58933,0.0905792,0.367563,0.617004,1.28638,6.52465,0.559865,0.631992
574,793.706,1,0.326507,0.769305,0.957847,0.990257,-0.690714,-0.819721,1.60736,0.000625583,-13.2842,-4.59132,0.0929266,0.362763,0.609157,1.31459,6.35944,0.57063,0.654428
575,781.069,1,0.324373,0.760771,0.960841,0.990246,-0.712659,-0.829531,1.6152,0.000633324,-13.3199,-4.58919,0.0916425,0.360653,0.607697,1.32194,6.28895,0.568657,0.654729
576,770.62,1,0.323146,0.762557,0.962029,0.990325,-0.714613,-0.833836,1.60376,0.000634714,-13.3713,-4.589,0.089906,0.360863,0.612327,1.32613,6.44833,0.570313,0.638151
577,760.153,1,0.319314,0.764637,0.959795,0.990695,-0.720449,-0.844813,1.60842,0.000637517,-13.6479,-4.58508,0.0897178,0.363172,0.621016,1.31992,6.94099,0.568698,0.63498
578,768.121,1,0.320003,0.775655,0.949009,0.991034,-0.68832,-0.842706,1.64183,0.000649185,-13.7709,-4.58476,0.0891973,0.361597,0.612552,1.31801,7.1009,0.567131,0.638587
579,785.915,1,0.324505,0.773678,0.948143,0.990552,-0.704263,-0.857091,1.62152,0.000650676,-13.7559,-4.58233,0.0903325,0.361907,0.616101,1.31956,7.08185,0.568711,0.642384
580,776.389,1,0.325518,0.777073,0.950242,0.990244,-0.704968,-0.859568,1.63144,0.000645872,-13.6581,-4.59067,0.0901534,0.365569,0.603174,1.31184,6.90253,0.568145,0.62641
581,796.875,1,0.329121,0.77044,0.94885,0.991123,-0.710509,-0.860798,1.62596,0.000646246,-13.7408,-4.58899,0.0884093,0.372544,0.609299,1.32143,7.07956,0.566602,0.617037
582,778.389,1,0.326561,0.770791,0.952765,0.991549,-0.708708,-0.855038,1.6461,0.000645857,-13.7488,-4.5879,0.0890101,0.377768,0.605562,1.33384,6.9003,0.568785,0.609899
583,754.99,1,0.321927,0.775754,0.944882,0.991166,-0.649348,-0.833382,1.65052,0.000638069,-13.7187,-4.59233,0.0875834,0.370478,0.590228,1.3372,6.89993,0.565601,0.594456
584,762.226,1,0.321779,0.783198,0.937642,0.989891,-0.61346,-0.820789,1.65712,0.000640443,-13.3591,-4.58983,0.0877925,0.371045,0.588501,1.3412,6.72522,0.565097,0.598143
585,758.087,1,0.325991,0.7741,0.936595,0.990708,-0.655498,-0.847676,1.61381,0.000635639,-13.1702,-4.59605,0.0895701,0.36165,0.5736,1.33641,6.55494,0.560262,0.582998
586,767.252,1,0.324997,0.779144,0.932008,0.990646,-0.659991,-0.850693,1.63371,0.000637204,-13.2596,-4.59695,0.0888954,0.353406,0.561891,1.33268,6.38896,0.560239,0.590606
587,779.601,1,0.328494,0.777478,0.932889,0.991431,-0.65959,-0.850211,1.61971,0.000639625,-13.4296,-4.59398,0.0890542,0.353546,0.557488,1.33128,6.70142,0.56164,0.589141
588,784.823,1,0.32981,0.776218,0.935322,0.991769,-0.647322,-0.839819,1.61537,0.000640048,-13.6771,-4.59515,0.0895221,0.352408,0.549279,1.33605,7.04065,0.561149,0.586486
589,768.344,1,0.324574,0.776158,0.938418,0.991399,-0.676322,-0.852358,1.60362,0.000650908,-13.8833,-4.59481,0.0885483,0.355705,0.55671,1.32544,7.11019,0.559032,0.593273
590,755.316,1,0.321908,0.777798,0.941274,0.991113,-0.689114,-0.858346,1.6169,0.000644644,-13.9218,-4.59878,0.0878189,0.361121,0.560869,1.31047,7.11095,0.555371,0.59298
591,762.164,1,0.321898,0.783543,0.939333,0.991455,-0.681437,-0.854152,1.63868,0.00065154,-14.2134,-4.59396,0.0856583,0.364033,0.56243,1.31655,7.34915,0.557969,0.591267
592,753.274,1,0.322274,0.782806,0.945955,0.991496,-0.677582,-0.846012,1.66919,0.000646688,-13.9965,-4.59325,0.0849618,0.361122,0.562626,1.32164,7.16307,0.560083,0.610741
593,776.777,1,0.324973,0.786376,0.941074,0.990334,-0.676434,-0.845909,1.66228,0.000650905,-14.1737,-4.59745,0.0878953,0.36149,0.556412,1.31802,6.9817,0.555332,0.619269
594,764.225,1,0.324294,0.780395,0.942706,0.991184,-0.679644,-0.846668,1.64035,0.000649682,-14.1556,-4.59653,0.0852022,0.357262,0.563703,1.33294,6.80492,0.561284,0.607054
595,768.505,1,0.322441,0.78797,0.933112,0.991232,-0.637958,-0.836294,1.66132,0.000639091,-14.2133,-4.60117,0.0858374,0.356812,0.556307,1.35311,6.95519,0.57126,0.606821
596,765.93,1,0.322846,0.786566,0.928528,0.992214,-0.638906,-0.844813,1.6588,0.00064047,-14.3747,-4.60186,0.0846517,0.354318,0.554675,1.35683,7.01403,0.573454,0.618888
597,751.168,1,0.317624,0.784338,0.933159,0.992084,-0.646783,-0.843096,1.64434,0.000637278,-14.6226,-4.60211,0.0865336,0.355377,0.565119,1.36266,7.21831,0.573065,0.628758
598,761.941,1,0.319456,0.795223,0.919239,0.991385,-0.605882,-0.84142,1.64558,0.000631873,-14.5254,-4.60676,0.087367,0.355824,0.561327,1.36309,7.39063,0.573272,0.622783
599,756.631,1,0.319267,0.80188,0.921858,0.990835,-0.620699,-0.843941,1.66282,0.000647323,-14.1064,-4.6028,0.0866915,0.362143,0.555776,1.37274,7.20349,0.572769,0.607014
600,773.897,1,0.323317,0.803652,0.919573,0.990761,-0.575311,-0.814872,1.65859,0.000651095,-13.793,-4.59985,0.0865787,0.36321,0.54536,1.36385,7.0211,0.566729,0.612325
601,786.953,1,0.325534,0.810429,0.908021,0.990733,-0.556743,-0.820816,1.65074,0.000654854,-13.8292,-4.60075,0.0879192,0.369415,0.557403,1.36286,6.84332,0.565624,0.61441
602,772.987,1,0.32308,0.820044,0.911005,0.990155,-0.543187,-0.807741,1.69016,0.000655108,-13.6934,-4.60362,0.0868138,0.366576,0.555807,1.35271,6.67004,0.559571,0.612564
603,791.833,1,0.32703,0.81623,0.902168,0.990035,-0.531884,-0.811811,1.7015,0.000648451,-13.8122,-4.59829,0.0857124,0.369049,0.554461,1.33425,6.50115,0.563915,0.606474
604,809.724,1,0.327417,0.814338,0.895488,0.990144,-0.490324,-0.787063,1.69843,0.00064268,-13.7495,-4.59544,0.0877981,0.389128,0.56198,1.337,6.33654,0.557306,0.598264
605,807.098,1,0.324469,0.823102,0.890566,0.990457,-0.509647,-0.798758,1.71735,0.000610753,-14.1821,-4.6206,0.084784,0.380135,0.547751,1.32688,6.73456,0.560317,0.600098
606,803.14,1,0.325772,0.825639,0.892435,0.991162,-0.496562,-0.791902,1.71718,0.000603856,-13.9149,-4.62282,0.0857811,0.38403,0.549946,1.33985,6.56403,0.563139,0.604959
607,808.795,1,0.327408,0.832005,0.885401,0.991483,-0.507134,-0.814117,1.68985,0.000601313,-13.809,-4.62296,0.0887613,0.38963,0.57375,1.36775,6.42374,0.569917,0.598611
608,779.861,1,0.323651,0.814326,0.886319,0.992054,-0.492361,-0.807539,1.65758,0.000620438,-13.9619,-4.6107,0.0890685,0.400514,0.568088,1.34073,6.46091,0.561443,0.583454
609,782.4,1,0.322474,0.817849,0.890473,0.991257,-0.493683,-0.80495,1.64789,0.00062609,-13.8981,-4.61016,0.0901971,0.396131,0.584045,1.34172,6.53093,0.56272,0.58661
610,791.601,1,0.322298,0.815509,0.886268,0.991531,-0.487004,-0.803367,1.62536,0.000626664,-13.951,-4.60775,0.0906573,0.398469,0.580248,1.3494,6.73828,0.564648,0.603999
611,804.412,1,0.328756,0.820518,0.883424,0.991729,-0.466241,-0.798522,1.61557,0.000627403,-13.762,-4.61066,0.0912586,0.402274,0.574124,1.34944,6.56766,0.568074,0.60357
612,799.846,1,0.328905,0.814283,0.903389,0.991542,-0.527305,-0.815304,1.64006,0.000616057,-14.0119,-4.61472,0.0874486,0.406875,0.59086,1.34341,6.40136,0.571239,0.603642
613,800.033,1,0.329516,0.815571,0.899721,0.991496,-0.542904,-0.831227,1.63029,0.000625307,-14.1442,-4.61308,0.0879563,0.402898,0.584438,1.34508,6.41557,0.569545,0.618394
614,801.476,1,0.326069,0.823584,0.896672,0.991256,-0.560594,-0.843566,1.63222,0.000613354,-14.222,-4.62437,0.0886731,0.399461,0.591853,1.36348,6.63467,0.578449,0.640503
615,799.06,1,0.325479,0.82262,0.902012,0.9906,-0.556088,-0.835393,1.63152,0.000594211,-14.2761,-4.63449,0.0875527,0.3959,0.578371,1.38474,6.80149,0.580644,0.624776
616,814.672,1,0.329667,0.822527,0.902002,0.991206,-0.576374,-0.842321,1.64753,0.000584848,-14.5085,-4.6379,0.086533,0.38655,0.564743,1.36873,7.03172,0.573795,0.610987
617,791.408,1,0.324986,0.81955,0.909944,0.990224,-0.584089,-0.839203,1.65168,0.000583055,-14.2923,-4.63853,0.0868738,0.380986,0.570841,1.36834,6.85367,0.576675,0.612406
618,768.818,1,0.32295,0.815184,0.920221,0.990717,-0.61598,-0.848604,1.64325,0.000594307,-14.427,-4.63291,0.0856272,0.371642,0.559806,1.361,6.98213,0.568416,0.599399
619,798.547,1,0.329131,0.824144,0.922003,0.99062,-0.615504,-0.845432,1.64739,0.000593287,-14.5576,-4.64076,0.0857856,0.373115,0.560367,1.38026,7.0886,0.571071,0.60159
620,820.513,1,0.333637,0.826691,0.922625,0.99026,-0.620106,-0.845397,1.65306,0.000589315,-14.6288,-4.64646,0.0867333,0.365244,0.561811,1.37704,7.13669,0.571709,0.606842
621,816.172,1,0.331066,0.827316,0.918514,0.990422,-0.6056,-0.844304,1.64028,0.000589356,-14.8738,-4.64567,0.087474,0.373324,0.56291,1.36821,7.53529,0.568706,0.622496
622,808.092,1,0.326409,0.830927,0.909875,0.988983,-0.570002,-0.830853,1.64959,0.000579254,-14.7961,-4.64926,0.0873817,0.377828,0.554278,1.34989,7.58253,0.557481,0.614632
623,779.147,1,0.326898,0.824549,0.896825,0.991012,-0.566787,-0.85056,1.6307,0.000576875,-14.4766,-4.64839,0.0873464,0.368261,0.551002,1.35553,7.39054,0.564214,0.599069
624,791.642,1,0.329333,0.824956,0.887559,0.990562,-0.569876,-0.864871,1.62797,0.000575949,-14.8472,-4.65338,0.0870148,0.360005,0.554132,1.34117,7.24367,0.559287,0.627781
625,784.358,1,0.326582,0.816855,0.890107,0.990471,-0.56903,-0.861211,1.61391,0.000575683,-14.7794,-4.65179,0.0881686,0.36211,0.555094,1.33034,7.43721,0.560207,0.62474
626,799.694,1,0.329037,0.81899,0.894284,0.990605,-0.578525,-0.859294,1.62762,0.000576,-14.8831,-4.65154,0.0864938,0.362983,0.552885,1.3264,7.73063,0.559494,0.610884
627,785.173,2,0.326652,0.822992,0.873093,0.991007,-0.550878,-0.86609,1.63695,0.000581216,-14.8341,-4.64867,0.0844554,0.360735,0.543252,1.31868,7.5486,0.552362,0.615637
628,782.712,2,0.325693,0.822047,0.870449,0.990897,-0.547158,-0.867716,1.63136,0.000585755,-14.9107,-4.64844,0.0847235,0.364439,0.543302,1.30685,7.63905,0.546917,0.631312
629,769.11,2,0.323944,0.820498,0.870437,0.991923,-0.546306,-0.866632,1.62338,0.000588832,-15.1437,-4.647,0.0852348,0.36634,0.536406,1.29299,7.75811,0.540576,0.625738
630,760.823,2,0.320593,0.822095,0.873915,0.991134,-0.559377,-0.867239,1.61375,0.000580742,-14.9882,-4.65257,0.0861844,0.368453,0.53405,1.28634,7.57598,0.535487,0.617206
631,789.06,2,0.32628,0.822488,0.883541,0.990964,-0.571791,-0.862058,1.61336,0.000566723,-14.8567,-4.66209,0.0869646,0.372465,0.542295,1.30413,7.33519,0.544392,0.605241
632,769.019,2,0.321687,0.816576,0.895769,0.990503,-0.598643,-0.86598,1.60448,0.000568458,-14.9853,-4.65663,0.0868467,0.373262,0.549937,1.31361,7.28871,0.546992,0.618224
633,828.813,2,0.330251,0.815941,0.896946,0.990242,-0.606674,-0.857132,1.60104,0.000568083,-14.9388,-4.66206,0.087196,0.374081,0.542685,1.31481,7.19173,0.547147,0.635319
634,811.643,2,0.329305,0.814428,0.886953,0.990325,-0.616024,-0.872531,1.5968,0.000565761,-14.9752,-4.66418,0.0866491,0.364251,0.545602,1.30593,7.13948,0.544484,0.620217
635,813.716,2,0.330856,0.808719,0.878272,0.991285,-0.61308,-0.882125,1.58308,0.00055113,-14.9938,-4.67298,0.0856499,0.362488,0.543768,1.3352,7.14043,0.551581,0.616724
636,801.123,2,0.32829,0.810295,0.876445,0.991485,-0.599756,-0.872723,1.59295,0.000570649,-14.7724,-4.66128,0.0844902,0.364388,0.532761,1.35004,6.92253,0.554639,0.602707
637,826.366,2,0.33055,0.80922,0.893043,0.991435,-0.638518,-0.873137,1.60484,0.000585203,-14.8706,-4.65309,0.0843393,0.366004,0.535016,1.36832,7.26714,0.563923,0.598732
638,824.965,2,0.32929,0.808624,0.897036,0.991297,-0.650415,-0.872758,1.60445,0.000591499,-15.0782,-4.65075,0.0849288,0.368832,0.536342,1.37021,7.44668,0.564745,0.610463
639,835.358,2,0.332961,0.807882,0.891259,0.991103,-0.628107,-0.873147,1.58783,0.000592325,-15.1106,-4.64986,0.0853531,0.363856,0.530823,1.35904,7.31853,0.56431,0.625944
640,812.67,2,0.329114,0.805091,0.896736,0.991449,-0.623241,-0.865869,1.58051,0.00059327,-15.2592,-4.65124,0.0860008,0.360889,0.530826,1.36041,7.71531,0.566435,0.632376
641,808.488,2,0.328008,0.802448,0.896126,0.991813,-0.615892,-0.866994,1.57136,0.000594435,-15.4649,-4.6496,0.0866019,0.358982,0.532147,1.36466,8.0421,0.56728,0.636519
642,794.873,2,0.324839,0.800463,0.897686,0.991226,-0.627072,-0.868543,1.5667,0.000594213,-15.5588,-4.65108,0.0868946,0.349849,0.528692,1.36206,7.98185,0.567867,0.63431
643,799.51,2,0.325672,0.798334,0.902936,0.991476,-0.646241,-0.876578,1.56761,0.000598625,-15.4942,-4.64693,0.0873554,0.353741,0.54085,1.35592,7.97584,0.566928,0.633069
644,800.635,2,0.32576,0.799343,0.89991,0.991208,-0.640108,-0.876692,1.56313,0.000606284,-15.3429,-4.64061,0.0879113,0.352099,0.537454,1.34418,7.92246,0.561287,0.64098
645,800.778,2,0.326124,0.799753,0.901428,0.990756,-0.638603,-0.874667,1.56727,0.000606071,-15.2165,-4.63887,0.0874852,0.348464,0.53422,1.33507,7.8811,0.555503,0.64492
646,810.197,2,0.328042,0.79686,0.90288,0.990873,-0.640591,-0.876154,1.57185,0.000615232,-15.4071,-4.63347,0.087033,0.347129,0.532166,1.31712,8.1724,0.548532,0.648147
647,795.705,2,0.326719,0.802967,0.897025,0.990313,-0.628273,-0.875363,1.57926,0.000609611,-15.4269,-4.64031,0.0870823,0.345993,0.528646,1.29958,8.13374,0.544431,0.646141
648,807.978,2,0.326364,0.806958,0.906728,0.989758,-0.620478,-0.856791,1.58933,0.000603361,-15.356,-4.64264,0.0871749,0.349593,0.531183,1.29563,8.03058,0.542,0.638143
649,789.251,2,0.3269,0.810717,0.914366,0.98971,-0.624126,-0.853389,1.59886,0.000597275,-15.3389,-4.64757,0.0869454,0.348749,0.530727,1.27976,8.00949,0.536845,0.641876
650,803.23,2,0.328004,0.811459,0.916896,0.989774,-0.621582,-0.849817,1.60609,0.000607308,-15.3571,-4.64216,0.087049,0.353408,0.534535,1.26818,7.94712,0.533667,0.640329
651,786.923,2,0.327319,0.811663,0.914748,0.990006,-0.615518,-0.850252,1.60274,0.00061674,-15.3021,-4.63746,0.0870986,0.35542,0.534303,1.26582,7.90932,0.534482,0.641674
652,805.002,2,0.327708,0.812628,0.911289,0.990095,-0.598966,-0.8446,1.59472,0.000625284,-15.3713,-4.63416,0.0872548,0.358739,0.532029,1.26437,7.94309,0.534592,0.641242
653,791.211,2,0.327488,0.812571,0.912699,0.990233,-0.60096,-0.84382,1.59086,0.000628189,-15.3108,-4.63201,0.0874666,0.357014,0.533842,1.26527,7.92154,0.534624,0.63757
654,771.538,2,0.325946,0.815584,0.909901,0.990486,-0.597218,-0.845376,1.59341,0.000635939,-15.2212,-4.62711,0.0875032,0.356031,0.531781,1.26501,7.90593,0.532848,0.643155
655,774.099,2,0.325818,0.815252,0.908902,0.9909,-0.597591,-0.846669,1.5882,0.000639803,-15.1037,-4.62391,0.0873449,0.351414,0.532265,1.26471,7.82218,0.532704,0.645823
656,749.914,2,0.32453,0.81483,0.908944,0.991205,-0.602543,-0.849988,1.58605,0.000642952,-15.0264,-4.62132,0.0871928,0.347524,0.530356,1.26656,7.80315,0.532273,0.645017
657,758.202,2,0.32323,0.815641,0.908416,0.991616,-0.604781,-0.850923,1.59107,0.000651236,-15.0004,-4.61575,0.0870089,0.344648,0.529411,1.28184,7.87839,0.536792,0.64337
658,766.5,2,0.322996,0.815854,0.906112,0.991475,-0.597864,-0.850891,1.59124,0.000659972,-15.044,-4.61136,0.0869308,0.343097,0.525576,1.29184,7.92691,0.539284,0.641712
659,747.972,2,0.322178,0.815777,0.904154,0.991767,-0.594113,-0.850943,1.59553,0.000671001,-15.0318,-4.60487,0.0865806,0.341513,0.524229,1.29884,7.90364,0.542189,0.637881
660,760.333,2,0.322196,0.815828,0.904368,0.99177,-0.596697,-0.853311,1.59513,0.000680635,-15.0178,-4.59925,0.0866367,0.339978,0.526038,1.30399,7.88671,0.544808,0.63997
661,756.343,2,0.321787,0.815244,0.903337,0.991744,-0.598481,-0.855811,1.59385,0.000687475,-15.0311,-4.59529,0.086656,0.33948,0.526353,1.30691,7.88978,0.547111,0.638243
662,788.216,2,0.322647,0.811763,0.905323,0.991905,-0.605673,-0.857668,1.58796,0.000705588,-14.9688,-4.58453,0.0871829,0.339996,0.527334,1.32725,7.8192,0.556261,0.640335
663,764.028,2,0.322831,0.80943,0.905373,0.991993,-0.609823,-0.860276,1.58439,0.000713501,-14.9711,-4.57985,0.0874553,0.33866,0.527752,1.3284,7.79377,0.557293,0.641607
664,783.256,2,0.323188,0.807007,0.905783,0.992159,-0.612036,-0.859445,1.58309,0.000717938,-14.9607,-4.57691,0.0875823,0.338954,0.528442,1.3289,7.77623,0.55779,0.640203
665,790.786,2,0.323328,0.804971,0.906488,0.992031,-0.617415,-0.86072,1.58333,0.000716205,-15.0165,-4.57761,0.0873679,0.340014,0.529297,1.32438,7.83901,0.555349,0.642172
666,793.263,2,0.323854,0.803029,0.907344,0.991911,-0.620339,-0.861371,1.58082,0.000714768,-15.0601,-4.57831,0.087284,0.340046,0.530845,1.32124,7.86971,0.553546,0.643424
667,785.834,2,0.324037,0.801728,0.907515,0.991937,-0.619116,-0.860451,1.5774,0.000714017,-15.0701,-4.57888,0.0873555,0.341896,0.533132,1.31951,7.88548,0.552162,0.643033
668,788.718,2,0.324523,0.800739,0.906855,0.992045,-0.617293,-0.860093,1.5727,0.000714475,-15.0499,-4.57863,0.0873025,0.343191,0.533949,1.31736,7.87016,0.551374,0.642166
669,782.084,2,0.324646,0.798602,0.907573,0.992159,-0.617484,-0.859232,1.56606,0.000712917,-15.0408,-4.5795,0.0872155,0.344218,0.534141,1.31923,7.88647,0.552578,0.639839
670,792.518,2,0.324468,0.796753,0.907392,0.992111,-0.620688,-0.860569,1.56243,0.000711866,-15.0536,-4.57974,0.0873086,0.345146,0.533716,1.32346,7.90205,0.554563,0.639653
671,807.183,2,0.324662,0.795448,0.906895,0.992071,-0.619369,-0.860281,1.55999,0.00071083,-15.0909,-4.58,0.0873549,0.345833,0.53353,1.32726,7.96667,0.555845,0.639622
672,792.51,2,0.32457,0.794334,0.906577,0.992041,-0.617586,-0.859669,1.55853,0.000708715,-15.0993,-4.58006,0.0875899,0.346543,0.53442,1.32888,7.97956,0.556758,0.640898
673,808.513,2,0.325099,0.793584,0.906948,0.992099,-0.618637,-0.859969,1.55747,0.00070748,-15.1026,-4.57984,0.0875943,0.346611,0.534372,1.33065,8.00951,0.557404,0.641709
674,777.411,2,0.325176,0.793042,0.90741,0.992244,-0.618026,-0.859576,1.5562,0.000707546,-15.1169,-4.57954,0.0876964,0.346215,0.534755,1.33191,8.03808,0.55822,0.642072
675,800.42,2,0.325323,0.792734,0.906262,0.992335,-0.614817,-0.858878,1.55622,0.000706773,-15.1165,-4.57952,0.0877066,0.346169,0.5352,1.33184,8.05925,0.558551,0.643341
676,804.344,2,0.325754,0.792182,0.905551,0.992456,-0.611569,-0.857703,1.55636,0.000706009,-15.0994,-4.57955,0.0876225,0.346269,0.535234,1.33187,8.0423,0.558762,0.643752
677,808.765,2,0.326186,0.791186,0.905089,0.992511,-0.61118,-0.857874,1.5556,0.000705309,-15.1007,-4.57995,0.087521,0.346106,0.535254,1.33243,8.03948,0.559058,0.642227
678,789.228,2,0.326105,0.790829,0.904724,0.99252,-0.610643,-0.857809,1.55559,0.000705124,-15.1091,-4.57999,0.0875179,0.346102,0.535103,1.33236,8.04494,0.559102,0.642193
679,795.655,2,0.32607,0.790665,0.90451,0.99251,-0.609959,-0.857692,1.55577,0.000705018,-15.1153,-4.57997,0.0874922,0.346204,0.535164,1.33237,8.04645,0.559099,0.642973
680,786.619,2,0.325983,0.790753,0.904108,0.992534,-0.609505,-0.857916,1.55606,0.000705061,-15.1236,-4.57994,0.0874496,0.346348,0.535374,1.33268,8.05467,0.559274,0.644017
681,777.82,2,0.325884,0.790847,0.903831,0.992554,-0.608827,-0.857924,1.55667,0.000704916,-15.131,-4.58001,0.0874185,0.346533,0.535445,1.33312,8.06129,0.559419,0.644972
682,792.606,2,0.325819,0.790993,0.903631,0.992564,-0.608239,-0.857881,1.55708,0.000704824,-15.1445,-4.58008,0.0873933,0.346705,0.535643,1.33357,8.07337,0.559542,0.645867
683,797.101,2,0.325754,0.79124,0.903415,0.992586,-0.60842,-0.858131,1.55797,0.000704358,-15.1616,-4.5805,0.0873,0.3469,0.535647,1.3343,8.08762,0.55971,0.646238
684,780.534,2,0.325674,0.791633,0.903579,0.992606,-0.608568,-0.858041,1.55919,0.000703788,-15.1722,-4.58091,0.0872238,0.347302,0.535766,1.3351,8.09684,0.55995,0.646146
685,798.285,2,0.325689,0.791935,0.903877,0.992607,-0.609341,-0.858169,1.56039,0.000703266,-15.1837,-4.58129,0.0871126,0.347515,0.535857,1.3356,8.1059,0.560044,0.64599
686,799.519,2,0.325715,0.792179,0.90407,0.992601,-0.610103,-0.858431,1.56132,0.000702712,-15.19,-4.58169,0.0870385,0.347719,0.53596,1.33619,8.10989,0.560128,0.645834
687,806.283,2,0.325786,0.792246,0.904358,0.992621,-0.611228,-0.858683,1.56168,0.000702224,-15.1923,-4.58203,0.0869781,0.34771,0.536186,1.33678,8.11122,0.560201,0.64598
688,787.455,2,0.32573,0.792255,0.904312,0.992639,-0.611608,-0.858864,1.56221,0.000701696,-15.1981,-4.58238,0.0868992,0.347742,0.536506,1.33735,8.11736,0.560383,0.645727
689,792.648,2,0.325781,0.792338,0.904434,0.992662,-0.611949,-0.858911,1.56332,0.000700685,-15.2026,-4.58296,0.086829,0.347696,0.536294,1.33819,8.12131,0.560568,0.645251
690,792.269,2,0.325765,0.792386,0.904382,0.992683,-0.612019,-0.858965,1.56368,0.000700023,-15.2088,-4.58344,0.0867723,0.347651,0.536305,1.33904,8.13019,0.560807,0.645026
691,802.567,2,0.325796,0.79246,0.904436,0.992703,-0.612136,-0.858928,1.56424,0.00069949,-15.216,-4.58385,0.0866988,0.347538,0.536277,1.34003,8.13647,0.561112,0.64499
692,773.172,2,0.325706,0.792467,0.904654,0.992721,-0.612666,-0.858958,1.56493,0.000698848,-15.2239,-4.5843,0.0866077,0.347502,0.53623,1.341,8.14312,0.561466,0.645193
693,788.109,2,0.325672,0.792557,0.904775,0.992749,-0.612994,-0.858932,1.56552,0.000698268,-15.2303,-4.5847,0.0865062,0.34742,0.536235,1.34192,8.15159,0.561783,0.645284
694,815.444,2,0.325722,0.792735,0.904773,0.992766,-0.612587,-0.858621,1.56632,0.000697895,-15.236,-4.58501,0.0864235,0.347379,0.536158,1.34286,8.15373,0.562159,0.645494
695,821.428,2,0.32577,0.792888,0.904896,0.99279,-0.612558,-0.858307,1.56714,0.00069775,-15.2445,-4.58518,0.0863498,0.347398,0.53621,1.34379,8.15849,0.562486,0.645706
696,812.188,2,0.325796,0.793083,0.904969,0.992805,-0.61251,-0.858108,1.56791,0.000697633,-15.2491,-4.58535,0.0862868,0.347446,0.536229,1.3447,8.15928,0.562875,0.645947
697,818.729,2,0.325831,0.793246,0.90511,0.992814,-0.612467,-0.857978,1.56861,0.000697423,-15.2578,-4.58557,0.0862266,0.347619,0.536539,1.34576,8.16587,0.563396,0.646382
698,805.147,2,0.325833,0.793432,0.905211,0.99281,-0.612768,-0.858085,1.56937,0.000697015,-15.2628,-4.58583,0.0861785,0.347788,0.536723,1.34617,8.17102,0.563642,0.646681
699,824.248,2,0.325849,0.793601,0.905378,0.992781,-0.613549,-0.858349,1.56976,0.000697154,-15.2677,-4.58585,0.0861444,0.347943,0.537163,1.34639,8.17448,0.563807,0.647075
700,783.061,2,0.325806,0.793672,0.905543,0.992766,-0.614036,-0.858616,1.57003,0.000696868,-15.2758,-4.58606,0.0860939,0.348126,0.537626,1.34622,8.18124,0.56379,0.647367
701,788.38,2,0.325777,0.793692,0.905842,0.992761,-0.614574,-0.858705,1.57035,0.00069632,-15.2845,-4.5864,0.0860385,0.348446,0.538013,1.34631,8.1868,0.563862,0.647582
702,822.972,2,0.325828,0.793624,0.906192,0.992756,-0.615709,-0.859027,1.57052,0.000695803,-15.296,-4.58673,0.0859819,0.348761,0.538529,1.3463,8.20007,0.563909,0.647852
703,803.483,2,0.325819,0.79363,0.906314,0.992752,-0.616562,-0.859483,1.57075,0.000695154,-15.3062,-4.58719,0.0859385,0.348957,0.539012,1.34629,8.21616,0.563869,0.648132
704,784.715,2,0.325735,0.793666,0.90634,0.992747,-0.61715,-0.859798,1.57096,0.000694279,-15.3186,-4.58779,0.0858813,0.349072,0.539335,1.3462,8.22845,0.563787,0.648284
705,802.01,2,0.325739,0.79368,0.906498,0.992749,-0.617412,-0.859864,1.57093,0.00069336,-15.3287,-4.58836,0.0858257,0.349285,0.539766,1.3461,8.24214,0.56371,0.648381
